"id","repo_name","description","github_url","tech_stack","subject_id","display_name","primary_language","is_active","course_id","stars"
"209","Java-BaiTapChuong2","Bài tập chương II OOP môn Ngôn ngữ lập trình Java - SE330.O21 của thầy Lê Thanh Trọng","https://github.com/UIT-KTPM-2022-3-22521474/Java-BaiTapChuong2","","SE330","Java-BaiTapChuong2","Java","True","34","0"
"211","Cryptography-Assignment","A cryptohack challenge a day keeps bad grades away - IT003.O21.CTTN","https://github.com/san601/Cryptography-Assignment","","IT003","Cryptography-Assignment","Python","True","17","0"
"213","IT001-NMLT-UIT-2025","cho sinh vien UIT nam nhat","https://github.com/Psgekkouga/IT001-NMLT-UIT-2025","","IT001","IT001-NMLT-UIT-2025","","True","11","0"
"214","uit-assignment","Archive of assignments when studying at UIT","https://github.com/tuilakhanh-s-Stuff/uit-assignment","","IT001","uit-assignment","C++","True","11","6"
"215","IT004.Q17","IT004.Q17 - Cơ sở dữ liệu - UIT - VNUHCM","https://github.com/AIVIETNAM-AIO-dthphuc/IT004.Q17","","IT004","IT004.Q17","","True","18","0"
"216","NMLT_UIT_wecode","Wecode assignment IT001","https://github.com/yunaLee21/NMLT_UIT_wecode","","IT001","NMLT_UIT_wecode","C++","True","11","0"
"217","IT005-NMM","Nhập môn Mạng máy tính - Đại học Công nghệ Thông tin (UIT) ","https://github.com/doxuantu110/IT005-NMM","","IT005","IT005-NMM","","True","19","0"
"219","IT008-LAB02","","https://github.com/UHUUITINHT/IT008-LAB02","","IT008","IT008-LAB02","C#","True","22","0"
"220","UIT-SE330.O21-practice-java","","https://github.com/th1enlm02/UIT-SE330.O21-practice-java","","SE330","UIT-SE330.O21-practice-java","Java","True","34","0"
"221","IT005","Nhap mon mang may tinh UIT","https://github.com/locluclak/IT005","","IT005","IT005","HTML","True","19","0"
"222","UIT-Thuc-Hanh-IT004","Hướng dẫn giải bài tập thực hành csdl(lời giải chỉ mang tính chất tham khảo nếu phát hiện sai sót có thể nhắn tin giúp mình chỉnh lại nha)","https://github.com/SonRobo/UIT-Thuc-Hanh-IT004","","IT004","UIT-Thuc-Hanh-IT004","","True","18","0"
"223","IT004_LAB","Những bài lab của môn CSDL","https://github.com/TrThuyTien/IT004_LAB","","IT004","IT004_LAB","TSQL","True","18","0"
"224","UIT_NhapMonMangMayTinh-IT005.O123-LAB","Nhập môn mạng máy tính","https://github.com/Trtinssss/UIT_NhapMonMangMayTinh-IT005.O123-LAB","","IT005","UIT_NhapMonMangMayTinh-IT005.O123-LAB","","True","19","0"
"226","SE347_Lab","","https://github.com/XuanThao03/SE347_Lab","","SE347","SE347_Lab","HTML","True","37","0"
"229","UIT-IT008-LTTQ","Phần mềm quản lý Nhân - Hộ Khẩu","https://github.com/yang020501/UIT-IT008-LTTQ","","IT008","UIT-IT008-LTTQ","C#","True","22","0"
"230","UIT_SE346","","https://github.com/thienngann/UIT_SE346","","SE346","UIT_SE346","JavaScript","True","43","0"
"231","UIT_SE346","","https://github.com/thienngann/UIT_SE346","","SE346","UIT_SE346","JavaScript","True","43","0"
"233","SE346_Lab","SE346 exercises","https://github.com/nbminh24/SE346_Lab","","SE346","SE346_Lab","JavaScript","True","43","0"
"234","SE346_Lab","SE346 exercises","https://github.com/nbminh24/SE346_Lab","","SE346","SE346_Lab","JavaScript","True","43","0"
"235","UIT.SE114.Company-Management","","https://github.com/hotrungnhan/UIT.SE114.Company-Management","","SE114","UIT.SE114.Company-Management","Kotlin","True","27","0"
"236","SE347_LAB_7_8","","https://github.com/kazei1211/SE347_LAB_7_8","","SE347","SE347_LAB_7_8","HTML","True","37","1"
"237","SE347_LAB_7_8","","https://github.com/kazei1211/SE347_LAB_7_8","","SE347","SE347_LAB_7_8","HTML","True","37","1"
"238","UIT_OCM","UIT SE114 Final Project - Group: 3Guyz","https://github.com/khaph/UIT_OCM","","SE114","UIT_OCM","Java","True","27","0"
"240","UIT-SE301.M11-BlockCommerce","","https://github.com/Thomg102/UIT-SE301.M11-BlockCommerce","","SE301","UIT-SE301.M11-BlockCommerce","JavaScript","True","30","0"
"241","IT007_UIT","Course note for IT007 at UIT","https://github.com/chisphung/IT007_UIT","","IT007","IT007_UIT","TypeScript","True","20","2"
"242","Dungeon_Escape_Game","A game project for UIT class SE114.L22.PMCL","https://github.com/Moonbanner/Dungeon_Escape_Game","","SE114","Dungeon_Escape_Game","ASP.NET","True","27","0"
"244","IT001_NhapMonLapTrinhUIT","","https://github.com/Mercury9999/IT001_NhapMonLapTrinhUIT","","IT001","IT001_NhapMonLapTrinhUIT","C++","True","11","0"
"245","IT001_NhapMonLapTrinhUIT","","https://github.com/Mercury9999/IT001_NhapMonLapTrinhUIT","","IT001","IT001_NhapMonLapTrinhUIT","C++","True","11","0"
"247","IT001","Lab06.01 UIT IT001","https://github.com/duyyeubongchuyen/IT001","","IT001","IT001","C++","True","11","0"
"248","SE360-UIT_Go","","https://github.com/khoilv2005/SE360-UIT_Go","","SE360","SE360-UIT_Go","JavaScript","True","1051","1"
"249","IT008TH","Mini Project Thực hành cuối kỳ Lập trình trực quan IT008 UIT","https://github.com/PhuThien2005/IT008TH","","IT008","IT008TH","","True","22","0"
"250","MasterLibrary","Đồ án của môn Lập trình trực quan - IT008 - UIT - Quản lý thư viện","https://github.com/HuynhNhan0330/MasterLibrary","","IT008","MasterLibrary","C#","True","22","1"
"251","IT001_UIT","Code for my college","https://github.com/LowTechTurtle/IT001_UIT","","IT001","IT001_UIT","C++","True","11","0"
"252","Snake-Game","[UIT-SS004.P12] Đồ án môn học SS004.P12 được thực hiện bởi Nhóm xx","https://github.com/ckietlam/Snake-Game","","SS004","Snake-Game","","True","69","0"
"253","Snake","Bài tập SS004.9 môn Kĩ năng Nghề nghiệp UIT","https://github.com/25520509-25521798-25521416/Snake","","SS004","Snake","C++","True","69","0"
"254","se102-mario","A Mario clone using DirectX for class (SE102 VNUHCM-UIT) ","https://github.com/thaiminh2022/se102-mario","","SE102","se102-mario","C++","True","26","2"
"255","SS004_Tetris_Project_Nhom9","Đồ án cuối kì môn Kỹ năng nghề nghiệp - Tetris game (SS004 - UIT)","https://github.com/23730050TranHuynhThien/SS004_Tetris_Project_Nhom9","","SS004","SS004_Tetris_Project_Nhom9","C++","True","69","0"
"256","-SE104.L23","A project for [SE104.L23]Software engineering - UIT","https://github.com/Anhvu210103/-SE104.L23","","SE104","-SE104.L23","","True","24","1"
"257","IT005---NHAP-MON-MANG-MAY-TINH---UIT","","https://github.com/ThisIsHHanh/IT005---NHAP-MON-MANG-MAY-TINH---UIT","","IT005","IT005---NHAP-MON-MANG-MAY-TINH---UIT","HTML","True","19","0"
"259","uit-se104-project-frontend","Đồ án môn học Nhập môn công nghệ phần mềm - Frontend","https://github.com/phuctinh542001/uit-se104-project-frontend","","SE104","uit-se104-project-frontend","TypeScript","True","24","0"
"260","UIT_IT001_Introduction_to_Programming","Some my codes do at UIT","https://github.com/karasuma-2401/UIT_IT001_Introduction_to_Programming","","IT001","UIT_IT001_Introduction_to_Programming","C++","True","11","1"
"261","IT003-DSA-Lab","Store DSA assignments.","https://github.com/SangHq005/IT003-DSA-Lab","","IT003","IT003-DSA-Lab","","True","17","1"
"262","functional-dependency","A small web app for the IT004-Database course in UIT-VNHCM","https://github.com/thuanvonb/functional-dependency","","IT004","functional-dependency","JavaScript","True","18","0"
"263","ENG03","ENG03 - Anh văn 3 (cô Thy & cô Tiên)","https://github.com/KevMi-UIT/ENG03","","ENG03","ENG03","HTML","True","14","0"
"264","24521736_Lab5_IT008","Bài tập thực hành Lab 5 Lập trình trực quan","https://github.com/DonThuanUIT-24521736/24521736_Lab5_IT008","","IT008","24521736_Lab5_IT008","C#","True","22","0"
"265","IT012","To chuc cau truc may tinh UIT","https://github.com/locluclak/IT012","","IT012","IT012","Assembly","True","21","0"
"266","IT002-OOP","Lập trình hướng đối tượng - Đại học Công nghệ Thông tin (UIT)","https://github.com/doxuantu110/IT002-OOP","","IT002","IT002-OOP","C++","True","16","0"
